REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT),TOTAL RAINFALL(MM),,
WESTERN,BIA EAST,1/1/2017,YAM,827,4.7,"3,886.90",1780,,
WESTERN,BIA WEST,1/1/2017,YAM,998,4.6,"4,590.80",1780,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2017,YAM,"2,549.00",12.97,"33,060.53",1780,,
WESTERN,BODI,1/1/2017,YAM,749,12.35,"9,250.15",1780,,
WESTERN,ELLEMBELE,1/1/2017,YAM,23,4.87,112.01,1780,,
WESTERN,JOMORO,1/1/2017,YAM,17,5.75,97.75,1780,,
WESTERN,JUABESO,1/1/2017,YAM,"1,103.00",13.24,"14,603.72",1780,,
WESTERN,MPORHOR ,1/1/2017,YAM,82,7.9,647.8,1780,,
WESTERN,NZEMA EAST,1/1/2017,YAM,39,9.9,386.1,1780,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2017,YAM,116,5.46,633.36,1780,,
WESTERN,SEFWI-WIAWSO,1/1/2017,YAM,"1,844.00",12.02,"22,164.88",1780,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2017,YAM,33,5.71,188.43,1780,,
WESTERN,SHAMA ,1/1/2017,YAM,46,3.44,158.24,1780,,
WESTERN,SUAMAN,1/1/2017,YAM,365,7.5,"2,737.50",1780,,
WESTERN,TARKWA NSUAEM,1/1/2017,YAM,163,12.2,"1,988.60",1780,,
WESTERN,WASSA EAST,1/1/2017,YAM,194,7.92,"1,536.48",1780,,
WESTERN,AMENFI EAST,1/1/2017,COCOYAM,"1,357.00",6.48,"8,793.36",1780,,
WESTERN,AHANTA WEST,1/1/2017,COCOYAM,243,4.18,"1,015.74",1780,,
WESTERN,AKONTOMBRA,1/1/2017,COCOYAM,"7,979.00",7.7,"61,438.30",1780,,
WESTERN,AMENFI  CENTRAL,1/1/2017,COCOYAM,587,3.6,"2,113.20",1780,,
WESTERN,AMENFI  WEST ,1/1/2017,COCOYAM,742,3.72,"2,760.24",1780,,
WESTERN,AOWIN,1/1/2017,COCOYAM,"3,661.00",4.23,"15,486.03",1780,,
WESTERN,BIA EAST,1/1/2017,COCOYAM,"1,899.00",7.1,"13,482.90",1780,,
WESTERN,BIA WEST,1/1/2017,COCOYAM,"2,221.00",7.59,"16,857.39",1780,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2017,COCOYAM,"7,912.00",7.6,"60,131.20",1780,,
WESTERN,BODI,1/1/2017,COCOYAM,"3,487.00",6.2,"21,619.40",1780,,
WESTERN,ELLEMBELE,1/1/2017,COCOYAM,57,4.89,278.73,1780,,
WESTERN,JOMORO,1/1/2017,COCOYAM,117,4.8,561.6,1780,,
WESTERN,JUABESO,1/1/2017,COCOYAM,"4,302.00",7.33,"31,533.66",1780,,
WESTERN,MPORHOR ,1/1/2017,COCOYAM,672,5.52,"3,709.44",1780,,
WESTERN,NZEMA EAST,1/1/2017,COCOYAM,153,6.73,"1,029.69",1780,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2017,COCOYAM,327,4.55,"1,487.85",1780,,
WESTERN,SEFWI-WIAWSO,1/1/2017,COCOYAM,"5,153.00",9.94,"51,220.82",1780,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2017,COCOYAM,25,4.85,121.25,1780,,
WESTERN,SHAMA ,1/1/2017,COCOYAM,27,5.01,135.27,1780,,
WESTERN,SUAMAN,1/1/2017,COCOYAM,"3,010.00",5.5,"16,555.00",1780,,
WESTERN,TARKWA NSUAEM,1/1/2017,COCOYAM,291,8.6,"2,502.60",1780,,
WESTERN,WASSA EAST,1/1/2017,COCOYAM,"1,292.00",4.9,"6,330.80",1780,,
WESTERN,AMENFI EAST,1/1/2017,PLANTAIN,"5,133.00",11.59,"59,491.47",1780,,
WESTERN,AHANTA WEST,1/1/2017,PLANTAIN,315,7.03,"2,214.45",1780,,
WESTERN,AKONTOMBRA,1/1/2017,PLANTAIN,"6,185.00",11.2,"69,272.00",1780,,
WESTERN,AMENFI  CENTRAL,1/1/2017,PLANTAIN,"2,606.00",9.2,"23,975.20",1780,,
WESTERN,AMENFI  WEST ,1/1/2017,PLANTAIN,"3,922.00",8.24,"32,317.28",1780,,
WESTERN,AOWIN,1/1/2017,PLANTAIN,"7,678.00",10.09,"77,471.02",1780,,
WESTERN,BIA EAST,1/1/2017,PLANTAIN,"2,761.00",9.2,"25,401.20",1780,,
WESTERN,BIA WEST,1/1/2017,PLANTAIN,"3,871.00",10.51,"40,684.21",1780,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2017,PLANTAIN,"9,412.00",10.5,"98,826.00",1780,,
WESTERN,BODI,1/1/2017,PLANTAIN,"4,864.00",8.4,"40,857.60",1780,,
WESTERN,ELLEMBELE,1/1/2017,PLANTAIN,333,4.8,"1,598.40",1780,,
WESTERN,JOMORO,1/1/2017,PLANTAIN,336,10.97,"3,685.92",1780,,
WESTERN,JUABESO,1/1/2017,PLANTAIN,"5,499.00",8.85,"48,666.15",1780,,
WESTERN,MPORHOR ,1/1/2017,PLANTAIN,737,9.7,"7,148.90",1780,,
WESTERN,NZEMA EAST,1/1/2017,PLANTAIN,326,11.47,"3,739.22",1780,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2017,PLANTAIN,655,9.97,"6,530.35",1780,,
WESTERN,SEFWI-WIAWSO,1/1/2017,PLANTAIN,"7,247.00",14.05,"101,820.35",1780,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2017,PLANTAIN,364,9.33,"3,396.12",1780,,
WESTERN,SHAMA ,1/1/2017,PLANTAIN,292,5.12,"1,495.04",1780,,
WESTERN,SUAMAN,1/1/2017,PLANTAIN,"5,482.00",9.8,"53,723.60",1780,,
WESTERN,TARKWA NSUAEM,1/1/2017,PLANTAIN,633,12.89,"8,159.37",1780,,
WESTERN,WASSA EAST,1/1/2017,PLANTAIN,"1,258.00",9.62,"12,101.96",1780,,
VOLTA,NORTH TONGU,1/1/2017,MAIZE,"1,532.00",1.7,"2,604.40",1189,,
VOLTA,SOUTH TONGU (SOGAKOPE),1/1/2017,MAIZE,"1,425.00",1.34,"1,909.50",1189,,
VOLTA,CENTRAL TONGU,1/1/2017,MAIZE,"2,122.00",1.81,"3,840.82",1189,,
VOLTA,AKATSI SOUTH,1/1/2017,MAIZE,"1,585.00",1.9,"3,011.50",1189,,
VOLTA,AKATSI NORTH,1/1/2017,MAIZE,"1,880.00",1.9,"3,572.00",1189,,
VOLTA,KETA MUNICIPAL,1/1/2017,MAIZE,"1,190.00",1.22,"1,451.80",1189,,
VOLTA,KETU NORTH,1/1/2017,MAIZE,"2,662.00",2.2,"5,856.40",1189,,
VOLTA,KETU SOUTH,1/1/2017,MAIZE,"1,423.00",1.4,"1,992.20",1189,,
VOLTA,KPANDO MUNICIPAL,1/1/2017,MAIZE,"1,790.00",1.85,"3,311.50",1189,,
VOLTA,NORTH DAYI,1/1/2017,MAIZE,"1,898.00",1.85,"3,511.30",1189,,
VOLTA,SOUTH DAYI,1/1/2017,MAIZE,"2,301.00",1.77,"4,072.77",1189,,
VOLTA,HOHOE MUNICIPAL,1/1/2017,MAIZE,"5,203.00",2.6,"13,527.80",1189,,
VOLTA,AFADZATO SOUTH,1/1/2017,MAIZE,"3,677.00",2.6,"9,560.20",1189,,
VOLTA,JASIKAN,1/1/2017,MAIZE,"2,784.00",2.53,"7,043.52",1189,,
VOLTA,BIAKOYE,1/1/2017,MAIZE,"2,690.00",2.41,"6,482.90",1189,,
VOLTA,KADJEBI,1/1/2017,MAIZE,"3,797.00",2.42,"9,188.74",1189,,
VOLTA,NKWANTA NORTH,1/1/2017,MAIZE,"3,695.00",1.94,"7,168.30",1189,,
VOLTA,NKWANTA SOUTH,1/1/2017,MAIZE,"3,690.00",1.57,"5,793.30",1189,,
VOLTA,KRACHI WEST,1/1/2017,MAIZE,"1,986.00",1.62,"3,217.32",1189,,
VOLTA,KRACHI EAST,1/1/2017,MAIZE,"1,908.00",1.49,"2,842.92",1189,,
VOLTA,KRACHI NCHUMURU,1/1/2017,MAIZE,"1,553.00",1.55,"2,407.15",1189,,
VOLTA,HO MUNICIPAL,1/1/2017,MAIZE,"1,985.00",1.56,"3,096.60",1189,,
VOLTA,HO WEST,1/1/2017,MAIZE,"1,896.00",1.56,"2,957.76",1189,,
VOLTA,ADAKLU,1/1/2017,MAIZE,"2,161.00",1.92,"4,149.12",1189,,
VOLTA,AGORTIME-ZIOPE,1/1/2017,MAIZE,"1,987.00",1.95,"3,874.65",1189,,
VOLTA,NORTH TONGU,1/1/2017,RICE,"2,625.36",5.1,"13,389.34",1189,,
VOLTA,SOUTH TONGU (SOGAKOPE),1/1/2017,RICE,"2,808.36",5.7,"16,007.65",1189,,
VOLTA,CENTRAL TONGU,1/1/2017,RICE,176,4.6,809.6,1189,,
VOLTA,AKATSI SOUTH,1/1/2017,RICE,"1,491.36",2.83,"4,220.55",1189,,
VOLTA,AKATSI NORTH,1/1/2017,RICE,"1,657.36",3.82,"6,331.12",1189,,
VOLTA,KETA MUNICIPAL,1/1/2017,RICE,210.36,2.83,595.32,1189,,
VOLTA,KETU NORTH,1/1/2017,RICE,"7,825.00",5.95,"46,558.75",1189,,
VOLTA,KETU SOUTH,1/1/2017,RICE,408.36,3.55,"1,449.68",1189,,
VOLTA,KPANDO MUNICIPAL,1/1/2017,RICE,"1,471.36",4.63,"6,812.40",1189,,
VOLTA,NORTH DAYI,1/1/2017,RICE,454.36,4.35,"1,976.47",1189,,
VOLTA,SOUTH DAYI,1/1/2017,RICE,832.36,2.86,"2,380.55",1189,,
VOLTA,HOHOE MUNICIPAL,1/1/2017,RICE,"7,067.00",5.68,"40,140.56",1189,,
VOLTA,AFADZATO SOUTH,1/1/2017,RICE,"2,079.36",4.62,"9,606.64",1189,,
VOLTA,JASIKAN,1/1/2017,RICE,"4,713.36",5.8,"27,337.49",1189,,
VOLTA,BIAKOYE,1/1/2017,RICE,"3,733.36",4.9,"18,293.46",1189,,
VOLTA,KADJEBI,1/1/2017,RICE,"3,626.36",4.7,"17,043.89",1189,,
VOLTA,NKWANTA NORTH,1/1/2017,RICE,"2,392.36",4.42,"10,574.23",1189,,
VOLTA,NKWANTA SOUTH,1/1/2017,RICE,"2,557.36",4.6,"11,763.86",1189,,
VOLTA,KRACHI WEST,1/1/2017,RICE,"2,353.36",4.52,"10,637.19",1189,,
VOLTA,KRACHI EAST,1/1/2017,RICE,"1,983.36",4.42,"8,766.45",1189,,
VOLTA,KRACHI NCHUMURU,1/1/2017,RICE,"1,601.36",3.82,"6,117.20",1189,,
VOLTA,HO MUNICIPAL,1/1/2017,RICE,"1,290.36",3.43,"4,425.93",1189,,
VOLTA,HO WEST,1/1/2017,RICE,404.36,3.53,"1,427.39",1189,,
VOLTA,ADAKLU,1/1/2017,RICE,726.36,3.28,"2,382.46",1189,,
VOLTA,AGORTIME-ZIOPE,1/1/2017,RICE,512,3.18,"1,628.16",1189,,
VOLTA,NKWANTA NORTH,1/1/2017,SORGHUM,343,1.5,514.5,1189,,
VOLTA,NKWANTA SOUTH,1/1/2017,SORGHUM,355,1.62,575.1,1189,,
VOLTA,KRACHI WEST,1/1/2017,SORGHUM,"2,442.00",1.4,"3,418.80",1189,,
VOLTA,KRACHI EAST,1/1/2017,SORGHUM,"1,328.00",1.45,"1,925.60",1189,,
VOLTA,NORTH TONGU,1/1/2017,CASSAVA,"1,965.00",20.3,"39,889.50",1189,,
VOLTA,SOUTH TONGU (SOGAKOPE),1/1/2017,CASSAVA,"1,860.00",17.75,"33,015.00",1189,,
VOLTA,CENTRAL TONGU,1/1/2017,CASSAVA,"1,455.00",21.75,"31,646.25",1189,,
VOLTA,AKATSI SOUTH,1/1/2017,CASSAVA,"1,410.00",20.87,"29,426.70",1189,,
VOLTA,AKATSI NORTH,1/1/2017,CASSAVA,"1,616.00",20.47,"33,079.52",1189,,
VOLTA,KETA MUNICIPAL,1/1/2017,CASSAVA,"1,350.00",16.82,"22,707.00",1189,,
VOLTA,KETU NORTH,1/1/2017,CASSAVA,"7,814.00",20.65,"161,359.10",1189,,
VOLTA,KETU SOUTH,1/1/2017,CASSAVA,"2,667.00",18.83,"50,219.61",1189,,
VOLTA,KPANDO MUNICIPAL,1/1/2017,CASSAVA,"1,122.00",20.87,"23,416.14",1189,,
VOLTA,NORTH DAYI,1/1/2017,CASSAVA,"1,363.00",20.77,"28,309.51",1189,,
VOLTA,SOUTH DAYI,1/1/2017,CASSAVA,"1,589.00",20.85,"33,130.65",1189,,
VOLTA,HOHOE MUNICIPAL,1/1/2017,CASSAVA,"5,155.00",22.64,"116,709.20",1189,,
VOLTA,AFADZATO SOUTH,1/1/2017,CASSAVA,"3,949.00",21.93,"86,601.57",1189,,
VOLTA,JASIKAN,1/1/2017,CASSAVA,"7,900.00",21.86,"172,694.00",1189,,
VOLTA,BIAKOYE,1/1/2017,CASSAVA,"6,904.00",21.88,"151,059.52",1189,,
VOLTA,KADJEBI,1/1/2017,CASSAVA,"4,801.00",21.75,"104,421.75",1189,,
VOLTA,NKWANTA NORTH,1/1/2017,CASSAVA,"1,588.00",21.65,"34,380.20",1189,,
VOLTA,NKWANTA SOUTH,1/1/2017,CASSAVA,"1,892.00",21.85,"41,340.20",1189,,
VOLTA,KRACHI WEST,1/1/2017,CASSAVA,"9,007.00",21.85,"196,802.95",1189,,
VOLTA,KRACHI EAST,1/1/2017,CASSAVA,"6,103.00",21.84,"133,289.52",1189,,
VOLTA,KRACHI NCHUMURU,1/1/2017,CASSAVA,"4,350.00",21.86,"95,091.00",1189,,
VOLTA,HO MUNICIPAL,1/1/2017,CASSAVA,"3,010.00",20.87,"62,818.70",1189,,
VOLTA,HO WEST,1/1/2017,CASSAVA,"2,900.00",20.62,"59,798.00",1189,,
VOLTA,ADAKLU,1/1/2017,CASSAVA,"1,022.00",19.85,"20,286.70",1189,,
VOLTA,AGORTIME-ZIOPE,1/1/2017,CASSAVA,"1,430.00",19.87,"28,414.10",1189,,
VOLTA,KPANDO MUNICIPAL,1/1/2017,YAM,820,11.65,"9,553.00",1189,,
VOLTA,NORTH DAYI,1/1/2017,YAM,745,13.5,"10,057.50",1189,,
VOLTA,SOUTH DAYI,1/1/2017,YAM,103,12.35,"1,272.05",1189,,
VOLTA,HOHOE MUNICIPAL,1/1/2017,YAM,"1,095.00",12.45,"13,632.75",1189,,
VOLTA,AFADZATO SOUTH,1/1/2017,YAM,755,12.31,"9,294.05",1189,,
VOLTA,JASIKAN,1/1/2017,YAM,"1,162.00",15.73,"18,278.26",1189,,
VOLTA,BIAKOYE,1/1/2017,YAM,"1,061.00",15.72,"16,678.92",1189,,
VOLTA,KADJEBI,1/1/2017,YAM,"1,294.00",16.75,"21,674.50",1189,,
VOLTA,NKWANTA NORTH,1/1/2017,YAM,"4,844.00",19.78,"95,814.32",1189,,
VOLTA,NKWANTA SOUTH,1/1/2017,YAM,"4,349.00",19.45,"84,588.05",1189,,
VOLTA,KRACHI WEST,1/1/2017,YAM,"4,890.00",19.88,"97,213.20",1189,,
VOLTA,KRACHI EAST,1/1/2017,YAM,"4,487.00",19.65,"88,169.55",1189,,
VOLTA,KRACHI NCHUMURU,1/1/2017,YAM,"4,823.00",19.88,"95,881.24",1189,,
VOLTA,HO MUNICIPAL,1/1/2017,YAM,910,14.84,"13,504.40",1189,,
VOLTA,HO WEST,1/1/2017,YAM,550,12.86,"7,073.00",1189,,
VOLTA,ADAKLU,1/1/2017,YAM,152,12.11,"1,840.72",1189,,
VOLTA,AGORTIME-ZIOPE,1/1/2017,YAM,110,12.56,"1,381.60",1189,,
VOLTA,KPANDO MUNICIPAL,1/1/2017,COCOYAM,104,5.68,590.72,1189,,
VOLTA,NORTH DAYI,1/1/2017,COCOYAM,105,5.68,596.4,1189,,
VOLTA,SOUTH DAYI,1/1/2017,COCOYAM,215,5.13,"1,102.95",1189,,
VOLTA,HOHOE MUNICIPAL,1/1/2017,COCOYAM,"1,260.00",6.61,"8,328.60",1189,,
VOLTA,AFADZATO SOUTH,1/1/2017,COCOYAM,203,3.61,732.83,1189,,
VOLTA,JASIKAN,1/1/2017,COCOYAM,"1,240.00",7.76,"9,622.40",1189,,
VOLTA,BIAKOYE,1/1/2017,COCOYAM,"1,416.00",8.75,"12,390.00",1189,,
VOLTA,KADJEBI,1/1/2017,COCOYAM,"1,520.00",7.86,"11,947.20",1189,,
VOLTA,NKWANTA NORTH,1/1/2017,COCOYAM,526,5.76,"3,029.76",1189,,
VOLTA,NKWANTA SOUTH,1/1/2017,COCOYAM,728,6.55,"4,768.40",1189,,
VOLTA,KRACHI WEST,1/1/2017,COCOYAM,210,3.53,741.3,1189,,
VOLTA,KRACHI EAST,1/1/2017,COCOYAM,318,3.67,"1,167.06",1189,,
VOLTA,KRACHI NCHUMURU,1/1/2017,COCOYAM,144,3.67,528.48,1189,,
VOLTA,HO MUNICIPAL,1/1/2017,COCOYAM,672,3.4,"2,284.80",1189,,
VOLTA,HO WEST,1/1/2017,COCOYAM,106,3.4,360.4,1189,,
VOLTA,ADAKLU,1/1/2017,COCOYAM,58,4.52,262.16,1189,,
VOLTA,AGORTIME-ZIOPE,1/1/2017,COCOYAM,45,4.52,203.4,1189,,
VOLTA,KPANDO MUNICIPAL,1/1/2017,PLANTAIN,305,5.1,"1,555.50",1189,,
VOLTA,NORTH DAYI,1/1/2017,PLANTAIN,325,5.1,"1,657.50",1189,,
VOLTA,SOUTH DAYI,1/1/2017,PLANTAIN,360,6.1,"2,196.00",1189,,
VOLTA,HOHOE MUNICIPAL,1/1/2017,PLANTAIN,490,7.64,"3,743.60",1189,,
VOLTA,AFADZATO SOUTH,1/1/2017,PLANTAIN,350,6.9,"2,415.00",1189,,
VOLTA,JASIKAN,1/1/2017,PLANTAIN,"3,135.00",9,"28,215.00",1189,,
VOLTA,BIAKOYE,1/1/2017,PLANTAIN,"1,040.00",8.1,"8,424.00",1189,,
VOLTA,KADJEBI,1/1/2017,PLANTAIN,"2,500.00",6.81,"17,025.00",1189,,
VOLTA,NKWANTA NORTH,1/1/2017,PLANTAIN,290,7.88,"2,285.20",1189,,
VOLTA,NKWANTA SOUTH,1/1/2017,PLANTAIN,268,6.9,"1,849.20",1189,,
VOLTA,KRACHI WEST,1/1/2017,PLANTAIN,255,5.75,"1,466.25",1189,,
VOLTA,KRACHI EAST,1/1/2017,PLANTAIN,200,6.3,"1,260.00",1189,,
VOLTA,KRACHI NCHUMURU,1/1/2017,PLANTAIN,135,6.3,850.5,1189,,
VOLTA,HO MUNICIPAL,1/1/2017,PLANTAIN,330,9.8,"3,234.00",1189,,
VOLTA,HO WEST,1/1/2017,PLANTAIN,355,9.8,"3,479.00",1189,,
VOLTA,ADAKLU,1/1/2017,PLANTAIN,85,5.33,453.05,1189,,
VOLTA,AGORTIME-ZIOPE,1/1/2017,PLANTAIN,95,5.33,506.35,1189,,
VOLTA,NKWANTA NORTH,1/1/2017,SOYABEAN,358,0.95,340.1,1189,,
VOLTA,NKWANTA SOUTH,1/1/2017,SOYABEAN,467,0.91,424.97,1189,,
VOLTA,KRACHI WEST,1/1/2017,SOYABEAN,"1,352.00",1,"1,352.00",1189,,
VOLTA,KRACHI EAST,1/1/2017,SOYABEAN,"1,273.00",0.95,"1,209.35",1189,,
VOLTA,NORTH TONGU,1/1/2017,COWPEA,86,1.32,113.52,1189,,
VOLTA,SOUTH TONGU (SOGAKOPE),1/1/2017,COWPEA,69,1.43,98.67,1189,,
VOLTA,AKATSI SOUTH,1/1/2017,COWPEA,722,2.85,"2,057.70",1189,,
VOLTA,KETA MUNICIPAL,1/1/2017,COWPEA,502,1.2,602.4,1189,,
VOLTA,NKWANTA NORTH,1/1/2017,COWPEA,611,1.8,"1,099.80",1189,,
VOLTA,NKWANTA SOUTH,1/1/2017,COWPEA,731,1.42,"1,038.02",1189,,
VOLTA,KRACHI WEST,1/1/2017,COWPEA,165,1.73,285.45,1189,,
UPPER WEST,WA WEST,1/1/2017,MAIZE,"5,330.55",1.11,"5,940.92",747,,
UPPER WEST,WA EAST,1/1/2017,MAIZE,"9,095.66",1.21,"10,975.43",747,,
UPPER WEST,WA MUNICIPAL,1/1/2017,MAIZE,"6,836.55",1.59,"10,893.09",747,,
UPPER WEST,LAWRA,1/1/2017,MAIZE,"2,214.88",1.5,"3,317.63",747,,
UPPER WEST,SISSALA EAST,1/1/2017,MAIZE,"10,895.63",3.42,"37,235.52",747,,
UPPER WEST,SISSALA WEST,1/1/2017,MAIZE,"10,147.44",2.86,"28,980.56",747,,
UPPER WEST,JIRAPA,1/1/2017,MAIZE,"4,439.25",1.97,"8,724.30",747,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2017,MAIZE,"2,249.62",0.88,"1,981.80",747,,
UPPER WEST,NADOWLI,1/1/2017,MAIZE,"7,701.13",1.41,"10,873.33",747,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2017,MAIZE,"6,921.31",1.43,"9,931.09",747,,
UPPER WEST,NANDOM,1/1/2017,MAIZE,"1,226.74",1.3,"1,592.13",747,,
UPPER WEST,WA WEST,1/1/2017,RICE,"1,528.05",2.02,"3,090.55",747,,
UPPER WEST,WA EAST,1/1/2017,RICE,939.53,1.7,"1,600.43",747,,
UPPER WEST,WA MUNICIPAL,1/1/2017,RICE,553,1.49,825.69,747,,
UPPER WEST,LAWRA,1/1/2017,RICE,122.31,1.38,169.06,747,,
UPPER WEST,SISSALA EAST,1/1/2017,RICE,210.57,2.85,600.57,747,,
UPPER WEST,SISSALA WEST,1/1/2017,RICE,509.63,1.26,643.2,747,,
UPPER WEST,JIRAPA,1/1/2017,RICE,662.72,1.07,711.37,747,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2017,RICE,449.36,0.89,402.02,747,,
UPPER WEST,NADOWLI,1/1/2017,RICE,153.97,1.19,182.76,747,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2017,RICE,242.23,1.11,270.06,747,,
UPPER WEST,NANDOM,1/1/2017,RICE,125.19,1.12,139.91,747,,
UPPER WEST,WA WEST,1/1/2017,MILLET,"5,338.52",0.44,"2,334.04",747,,
UPPER WEST,WA EAST,1/1/2017,MILLET,"5,471.00",0.78,"4,269.13",747,,
UPPER WEST,WA MUNICIPAL,1/1/2017,MILLET,"6,042.57",1.13,"6,800.68",747,,
UPPER WEST,LAWRA,1/1/2017,MILLET,"5,595.65",1.07,"5,966.82",747,,
UPPER WEST,SISSALA EAST,1/1/2017,MILLET,"2,845.18",1.4,"3,970.78",747,,
UPPER WEST,SISSALA WEST,1/1/2017,MILLET,"4,247.25",1.03,"4,389.60",747,,
UPPER WEST,JIRAPA,1/1/2017,MILLET,"7,593.67",0.37,"2,788.23",747,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2017,MILLET,"5,684.85",0.55,"3,142.95",747,,
UPPER WEST,NADOWLI,1/1/2017,MILLET,"6,755.27",1.06,"7,154.70",747,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2017,MILLET,"2,946.62",1.01,"2,969.09",747,,
UPPER WEST,NANDOM,1/1/2017,MILLET,"3,936.81",1.05,"4,114.55",747,,
UPPER WEST,WA WEST,1/1/2017,SORGHUM,"6,561.29",0.79,"5,174.83",747,,
UPPER WEST,WA EAST,1/1/2017,SORGHUM,"4,191.70",0.92,"3,851.84",747,,
UPPER WEST,WA MUNICIPAL,1/1/2017,SORGHUM,"7,365.51",1.02,"7,477.27",747,,
UPPER WEST,LAWRA,1/1/2017,SORGHUM,"15,918.13",1.23,"19,530.57",747,,
UPPER WEST,SISSALA EAST,1/1/2017,SORGHUM,968.39,1.7,"1,647.64",747,,
UPPER WEST,SISSALA WEST,1/1/2017,SORGHUM,"9,684.10",0.91,"8,814.42",747,,
UPPER WEST,JIRAPA,1/1/2017,SORGHUM,"12,993.47",0.54,"6,959.32",747,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2017,SORGHUM,"7,441.13",0.55,"4,109.40",747,,
UPPER WEST,NADOWLI,1/1/2017,SORGHUM,"10,885.60",0.95,"10,345.49",747,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2017,SORGHUM,"8,818.04",0.98,"8,643.13",747,,
UPPER WEST,NANDOM,1/1/2017,SORGHUM,"17,820.91",1.18,"21,096.41",747,,
UPPER WEST,WA WEST,1/1/2017,YAM,"7,034.63",13.63,"95,847.61",747,,
UPPER WEST,WA EAST,1/1/2017,YAM,"6,722.15",20.73,"139,319.51",747,,
UPPER WEST,WA MUNICIPAL,1/1/2017,YAM,"7,090.41",24.57,"174,223.01",747,,
UPPER WEST,SISSALA EAST,1/1/2017,YAM,"3,854.78",14.24,"54,872.78",747,,
UPPER WEST,SISSALA WEST,1/1/2017,YAM,"3,055.79",16.4,"50,128.10",747,,
UPPER WEST,JIRAPA,1/1/2017,YAM,972.98,17.19,"16,727.09",747,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2017,YAM,576.69,10.29,"5,933.87",747,,
UPPER WEST,NADOWLI,1/1/2017,YAM,"2,984.22",23.46,"70,011.08",747,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2017,YAM,"2,733.20",25.39,"69,382.44",747,,
UPPER WEST,WA WEST,1/1/2017,GROUNDNUT,"29,552.09",1.55,"45,719.22",747,,
UPPER WEST,WA EAST,1/1/2017,GROUNDNUT,"17,873.27",1.1,"19,628.87",747,,
UPPER WEST,WA MUNICIPAL,1/1/2017,GROUNDNUT,"24,614.87",1.1,"27,173.32",747,,
UPPER WEST,LAWRA,1/1/2017,GROUNDNUT,"4,732.10",1.49,"7,041.08",747,,
UPPER WEST,SISSALA EAST,1/1/2017,GROUNDNUT,"10,516.90",1.07,"11,249.13",747,,
UPPER WEST,SISSALA WEST,1/1/2017,GROUNDNUT,"12,670.86",1.72,"21,793.88",747,,
UPPER WEST,JIRAPA,1/1/2017,GROUNDNUT,"19,360.31",1.29,"24,976.03",747,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2017,GROUNDNUT,"10,825.51",0.81,"8,768.66",747,,
UPPER WEST,NADOWLI,1/1/2017,GROUNDNUT,"6,027.51",0.89,"5,364.49",747,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2017,GROUNDNUT,"4,563.45",0.87,"3,970.20",747,,
UPPER WEST,NANDOM,1/1/2017,GROUNDNUT,"4,498.67",1.48,"6,658.04",747,,
UPPER WEST,WA WEST,1/1/2017,COWPEA,"4,875.24",1.72,"8,409.67",747,,
UPPER WEST,WA EAST,1/1/2017,COWPEA,"5,332.52",1.32,"7,038.93",747,,
UPPER WEST,WA MUNICIPAL,1/1/2017,COWPEA,"4,754.26",1.45,"6,909.14",747,,
UPPER WEST,LAWRA,1/1/2017,COWPEA,329.27,2.01,660.43,747,,
UPPER WEST,SISSALA EAST,1/1/2017,COWPEA,"1,921.40",1.3,"2,497.83",747,,
UPPER WEST,SISSALA WEST,1/1/2017,COWPEA,"11,492.05",1.45,"16,642.22",747,,
UPPER WEST,JIRAPA,1/1/2017,COWPEA,"7,395.70",1.02,"7,547.84",747,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2017,COWPEA,"4,904.79",0.85,"4,163.43",747,,
UPPER WEST,NADOWLI,1/1/2017,COWPEA,"11,475.72",1.53,"17,589.79",747,,
UPPER WEST,DAFIAMA-BUSSIE-ISSA,1/1/2017,COWPEA,"11,671.63",1.6,"18,661.40",747,,
UPPER WEST,NANDOM,1/1/2017,COWPEA,317.2,1.7,539.24,747,,
